,eta(H=0.10),payoff(H=0.10),eta(H=0.20),payoff(H=0.20),eta(H=0.30),payoff(H=0.30),eta(H=0.40),payoff(H=0.40),eta(H=0.50),payoff(H=0.50),pure online,best price
0,0.0,94.49539999999998,0.0,94.49539999999998,0.0,94.49539999999998,0.0,94.49539999999998,0.0,94.49539999999998,90.34309999999996,95.74164999999999
1,0.00101010101010101,94.24519149999999,0.0010050251256281408,94.09036599999999,0.001003344481605351,93.752441,0.0010025062656641604,93.40867499999997,0.001002004008016032,92.88110899999997,90.34309999999996,95.74164999999999
2,0.00202020202020202,94.203745,0.0020100502512562816,94.14173549999998,0.002006688963210702,93.72695149999998,0.0020050125313283208,93.48052949999999,0.002004008016032064,92.90531049999996,90.34309999999996,95.74164999999999
3,0.0030303030303030303,94.2175055,0.0030150753768844224,94.08068449999999,0.0030100334448160534,93.7404165,0.0030075187969924814,93.45616999999997,0.0030060120240480957,92.85682949999996,90.34309999999996,95.74164999999999
4,0.00404040404040404,94.26006899999999,0.004020100502512563,94.093848,0.004013377926421404,93.69580749999999,0.0040100250626566416,93.51047849999996,0.004008016032064128,92.73322199999998,90.34309999999996,95.74164999999999
5,0.00505050505050505,94.24774149999998,0.0050251256281407045,94.09411849999998,0.005016722408026755,93.75274199999998,0.005012531328320802,93.48799249999996,0.00501002004008016,92.85626499999996,90.34309999999996,95.74164999999999
6,0.006060606060606061,94.23381899999995,0.006030150753768845,94.10968799999998,0.006020066889632107,93.71208649999997,0.006015037593984963,93.47380849999999,0.0060120240480961915,92.79548999999994,90.34309999999996,95.74164999999999
7,0.007070707070707071,94.2039125,0.007035175879396985,94.10359199999998,0.007023411371237458,93.73582149999996,0.007017543859649123,93.47993199999999,0.007014028056112224,92.94057449999995,90.34309999999996,95.74164999999999
8,0.00808080808080808,94.22063349999999,0.008040201005025126,94.08415199999997,0.008026755852842809,93.73139699999996,0.008020050125313283,93.44281199999998,0.008016032064128256,92.84601149999997,90.34309999999996,95.74164999999999
9,0.00909090909090909,94.22029299999994,0.009045226130653268,94.0651085,0.00903010033444816,93.72403949999998,0.009022556390977444,93.51050099999998,0.009018036072144287,92.84725749999997,90.34309999999996,95.74164999999999
10,0.0101010101010101,94.154752,0.010050251256281409,94.11150099999998,0.01003344481605351,93.72269649999998,0.010025062656641603,93.424319,0.01002004008016032,92.85029349999999,90.34309999999996,95.74164999999999
11,0.011111111111111112,94.20209849999996,0.011055276381909548,94.06369000000001,0.011036789297658861,93.73749199999997,0.011027568922305764,93.42629499999997,0.011022044088176352,92.83941799999995,90.34309999999996,95.74164999999999
12,0.012121212121212121,94.19014549999999,0.01206030150753769,94.09934899999999,0.012040133779264214,93.74192649999999,0.012030075187969926,93.48562049999997,0.012024048096192383,92.89606749999999,90.34309999999996,95.74164999999999
13,0.013131313131313131,94.20652749999999,0.013065326633165831,94.06988699999998,0.013043478260869565,93.7000935,0.013032581453634085,93.47580399999995,0.013026052104208416,92.88314749999996,90.34309999999996,95.74164999999999
14,0.014141414141414142,94.14438349999998,0.01407035175879397,94.07742799999997,0.014046822742474915,93.74203249999998,0.014035087719298246,93.47006299999998,0.014028056112224447,92.82564999999997,90.34309999999996,95.74164999999999
15,0.015151515151515152,94.18958749999997,0.015075376884422112,94.07819049999998,0.015050167224080266,93.72676249999998,0.015037593984962405,93.49032749999996,0.01503006012024048,92.85527549999995,90.34309999999996,95.74164999999999
16,0.01616161616161616,94.24652349999998,0.016080402010050253,94.08208750000001,0.016053511705685617,93.73732199999998,0.016040100250626566,93.42690499999998,0.01603206412825651,92.83011599999998,90.34309999999996,95.74164999999999
17,0.01717171717171717,94.22390499999996,0.017085427135678392,94.076384,0.01705685618729097,93.760572,0.017042606516290727,93.43675299999998,0.017034068136272545,92.90605349999997,90.34309999999996,95.74164999999999
18,0.01818181818181818,94.22086449999998,0.018090452261306535,94.08441549999998,0.01806020066889632,93.76934999999999,0.01804511278195489,93.44276099999995,0.018036072144288574,92.85119649999996,90.34309999999996,95.74164999999999
19,0.01919191919191919,94.20665149999998,0.019095477386934675,94.1385075,0.01906354515050167,93.73993749999997,0.019047619047619046,93.4200585,0.019038076152304607,92.85603299999997,90.34309999999996,95.74164999999999
20,0.0202020202020202,94.219505,0.020100502512562818,94.11408249999997,0.02006688963210702,93.76290699999998,0.020050125313283207,93.41218549999999,0.02004008016032064,92.85189649999998,90.34309999999996,95.74164999999999
21,0.021212121212121213,94.21216599999995,0.021105527638190957,94.08034849999999,0.021070234113712373,93.68414099999998,0.021052631578947368,93.41362799999997,0.02104208416833667,92.87511749999999,90.34309999999996,95.74164999999999
22,0.022222222222222223,94.20349449999998,0.022110552763819097,94.12004949999998,0.022073578595317722,93.77713549999999,0.02205513784461153,93.4279935,0.022044088176352703,92.8746075,90.34309999999996,95.74164999999999
23,0.023232323232323233,94.21506249999999,0.02311557788944724,94.10330549999999,0.023076923076923075,93.70226399999997,0.02305764411027569,93.39742599999997,0.023046092184368736,92.88154499999999,90.34309999999996,95.74164999999999
24,0.024242424242424242,94.20843149999999,0.02412060301507538,94.14976299999998,0.024080267558528427,93.80439599999998,0.02406015037593985,93.43460699999994,0.024048096192384766,92.87322499999996,90.34309999999996,95.74164999999999
25,0.025252525252525252,94.18715199999998,0.02512562814070352,94.10214549999998,0.025083612040133776,93.73994349999997,0.02506265664160401,93.43129999999996,0.0250501002004008,92.92284849999996,90.34309999999996,95.74164999999999
