,eta,pure online,best price,payoff(r=0.50),payoff(r=0.75),payoff(r=1.00),payoff(r=1.50)
115,-1.4279376456746475,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
116,-1.426936988599893,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
117,-1.4259363315251388,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
118,-1.4249356744503843,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
119,-1.4239350173756298,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
120,-1.4229343603008753,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
121,-1.4219337032261208,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
122,-1.4209330461513663,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
123,-1.4199323890766118,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
124,-1.4189317320018573,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
125,-1.4179310749271028,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
126,-1.4169304178523483,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
127,-1.4159297607775938,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
128,-1.4149291037028393,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
129,-1.4139284466280848,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
130,-1.4129277895533303,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
131,-1.4119271324785758,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
132,-1.4109264754038213,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
133,-1.4099258183290668,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
134,-1.4089251612543126,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
135,-1.407924504179558,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
136,-1.4069238471048036,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
137,-1.405923190030049,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
138,-1.4049225329552946,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
139,-1.40392187588054,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
140,-1.4029212188057856,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
141,-1.401920561731031,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
142,-1.4009199046562766,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
143,-1.399919247581522,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
144,-1.3989185905067676,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
145,-1.397917933432013,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
146,-1.3969172763572586,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
147,-1.395916619282504,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
148,-1.3949159622077496,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
149,-1.393915305132995,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
150,-1.3929146480582406,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
151,-1.3919139909834861,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
152,-1.3909133339087318,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
153,-1.3899126768339773,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
154,-1.3889120197592228,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
155,-1.3879113626844684,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
156,-1.3869107056097139,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
157,-1.3859100485349594,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
158,-1.3849093914602049,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
159,-1.3839087343854504,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
160,-1.3829080773106959,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
161,-1.3819074202359414,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
162,-1.3809067631611869,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
163,-1.3799061060864324,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
164,-1.3789054490116779,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
