,eta,count(r=0.50),count(r=0.75),count(r=1.00),count(r=1.25),count(r=1.50)
118,-0.3817635270541082,20.0,12.0,12.0,12.0,12.0
119,-0.3807615230460922,20.0,12.0,12.0,12.0,12.0
120,-0.37975951903807614,20.0,12.0,12.0,12.0,12.0
121,-0.3787575150300601,20.0,12.0,12.0,12.0,12.0
122,-0.3777555110220441,20.0,12.0,12.0,12.0,12.0
123,-0.37675350701402804,20.0,12.0,12.0,12.0,12.0
124,-0.375751503006012,20.0,12.0,12.0,12.0,12.0
125,-0.374749498997996,20.0,12.0,12.0,12.0,12.0
126,-0.37374749498997994,20.0,12.0,12.0,12.0,12.0
127,-0.3727454909819639,20.0,12.0,12.0,12.0,12.0
128,-0.3717434869739479,20.0,12.0,12.0,12.0,12.0
129,-0.37074148296593185,20.0,12.0,12.0,12.0,12.0
130,-0.3697394789579158,20.0,12.0,12.0,12.0,12.0
131,-0.3687374749498998,20.0,12.0,12.0,12.0,12.0
132,-0.36773547094188375,20.0,12.0,12.0,12.0,12.0
133,-0.3667334669338677,20.0,12.0,12.0,12.0,12.0
134,-0.3657314629258517,20.0,12.0,12.0,12.0,12.0
135,-0.36472945891783565,20.0,12.0,12.0,12.0,12.0
136,-0.3637274549098196,20.0,12.0,12.0,12.0,12.0
137,-0.3627254509018036,20.0,12.0,12.0,12.0,12.0
138,-0.36172344689378755,20.0,12.0,12.0,12.0,12.0
139,-0.3607214428857715,20.0,12.0,12.0,12.0,12.0
140,-0.3597194388777555,20.0,12.0,12.0,12.0,12.0
141,-0.35871743486973945,20.0,12.0,12.0,12.0,12.0
142,-0.3577154308617234,20.0,12.0,12.0,12.0,12.0
143,-0.3567134268537074,20.0,12.0,12.0,12.0,12.0
144,-0.35571142284569135,20.0,12.0,12.0,12.0,12.0
145,-0.3547094188376753,20.0,12.0,12.0,12.0,12.0
146,-0.3537074148296593,20.0,12.0,12.0,12.0,12.0
147,-0.35270541082164325,20.0,12.0,12.0,12.0,12.0
148,-0.3517034068136272,20.0,12.0,12.0,12.0,12.0
149,-0.3507014028056112,20.0,12.0,12.0,12.0,12.0
150,-0.34969939879759515,20.0,12.0,12.0,12.0,12.0
151,-0.3486973947895791,20.0,12.0,12.0,12.0,12.0
152,-0.3476953907815631,20.0,12.0,12.0,12.0,12.0
153,-0.34669338677354705,20.0,12.0,12.0,12.0,12.0
154,-0.345691382765531,20.0,12.0,12.0,12.0,12.0
155,-0.344689378757515,20.0,12.0,12.0,12.0,12.0
156,-0.34368737474949895,20.0,12.0,12.0,12.0,12.0
157,-0.3426853707414829,20.0,12.0,12.0,12.0,12.0
158,-0.3416833667334669,20.0,12.0,12.0,12.0,12.0
159,-0.34068136272545085,20.0,12.0,12.0,12.0,12.0
160,-0.3396793587174348,20.0,12.0,12.0,12.0,12.0
161,-0.3386773547094188,20.0,12.0,12.0,12.0,12.0
162,-0.33767535070140275,20.0,12.0,12.0,12.0,12.0
163,-0.3366733466933867,20.0,12.0,12.0,12.0,12.0
164,-0.3356713426853707,20.0,12.0,12.0,12.0,12.0
165,-0.33466933867735466,20.0,12.0,12.0,12.0,12.0
166,-0.3336673346693386,20.0,12.0,12.0,12.0,12.0
167,-0.33266533066132264,20.0,12.0,12.0,12.0,12.0
168,-0.3316633266533066,20.0,12.0,12.0,12.0,12.0
169,-0.3306613226452906,20.0,12.0,12.0,12.0,12.0
170,-0.32965931863727455,20.0,12.0,12.0,12.0,12.0
171,-0.3286573146292585,20.0,12.0,12.0,12.0,12.0
172,-0.3276553106212425,20.0,12.0,12.0,12.0,12.0
173,-0.32665330661322645,20.0,12.0,12.0,12.0,12.0
174,-0.3256513026052104,20.0,12.0,12.0,12.0,12.0
175,-0.3246492985971944,20.0,12.0,12.0,12.0,12.0
176,-0.32364729458917835,20.0,12.0,12.0,12.0,12.0
177,-0.3226452905811623,20.0,12.0,12.0,12.0,12.0
178,-0.3216432865731463,20.0,12.0,12.0,12.0,12.0
179,-0.32064128256513025,20.0,12.0,12.0,12.0,12.0
180,-0.3196392785571142,20.0,12.0,12.0,12.0,12.0
181,-0.3186372745490982,20.0,12.0,12.0,12.0,12.0
182,-0.31763527054108215,20.0,12.0,12.0,12.0,12.0
183,-0.3166332665330661,20.0,12.0,12.0,12.0,12.0
184,-0.3156312625250501,20.0,12.0,12.0,12.0,12.0
185,-0.31462925851703405,20.0,12.0,12.0,12.0,12.0
186,-0.313627254509018,20.0,12.0,12.0,12.0,12.0
187,-0.312625250501002,20.0,12.0,12.0,12.0,12.0
188,-0.31162324649298595,20.0,12.0,12.0,12.0,12.0
189,-0.3106212424849699,20.0,12.0,12.0,12.0,12.0
190,-0.3096192384769539,20.0,12.0,12.0,12.0,12.0
191,-0.30861723446893785,20.0,12.0,12.0,12.0,12.0
192,-0.3076152304609218,20.0,12.0,12.0,12.0,12.0
193,-0.3066132264529058,20.0,12.0,12.0,12.0,12.0
194,-0.30561122244488975,20.0,12.0,12.0,12.0,12.0
195,-0.3046092184368737,20.0,12.0,12.0,12.0,12.0
196,-0.3036072144288577,20.0,12.0,12.0,12.0,12.0
197,-0.30260521042084165,20.0,12.0,12.0,12.0,12.0
198,-0.3016032064128256,20.0,12.0,12.0,12.0,12.0
199,-0.3006012024048096,20.0,12.0,12.0,12.0,12.0
200,-0.29959919839679355,20.0,12.0,12.0,12.0,12.0
201,-0.2985971943887775,20.0,12.0,12.0,12.0,12.0
202,-0.2975951903807615,20.0,12.0,12.0,12.0,12.0
203,-0.29659318637274545,20.0,12.0,12.0,12.0,12.0
204,-0.2955911823647294,20.0,12.0,12.0,12.0,12.0
205,-0.2945891783567134,20.0,12.0,12.0,12.0,12.0
206,-0.29358717434869736,20.0,12.0,12.0,12.0,12.0
207,-0.2925851703406813,20.0,12.0,12.0,12.0,12.0
208,-0.2915831663326653,20.0,12.0,12.0,12.0,12.0
209,-0.29058116232464926,20.0,12.0,12.0,12.0,12.0
210,-0.2895791583166332,20.0,12.0,12.0,12.0,12.0
211,-0.2885771543086172,20.0,12.0,12.0,12.0,12.0
212,-0.28757515030060116,20.0,12.0,12.0,12.0,12.0
213,-0.2865731462925851,20.0,12.0,12.0,12.0,12.0
214,-0.2855711422845691,20.0,12.0,12.0,12.0,12.0
215,-0.28456913827655306,20.0,12.0,12.0,12.0,12.0
216,-0.283567134268537,20.0,12.0,12.0,12.0,12.0
217,-0.282565130260521,20.0,12.0,12.0,12.0,12.0
218,-0.281563126252505,20.0,12.0,12.0,12.0,12.0
219,-0.280561122244489,20.0,12.0,12.0,12.0,12.0
220,-0.27955911823647295,20.0,12.0,12.0,12.0,12.0
221,-0.2785571142284569,20.0,12.0,12.0,12.0,12.0
222,-0.2775551102204409,19.0,12.0,12.0,12.0,12.0
223,-0.27655310621242485,19.0,12.0,12.0,12.0,12.0
224,-0.2755511022044088,19.0,12.0,12.0,12.0,12.0
225,-0.2745490981963928,19.0,12.0,12.0,12.0,12.0
226,-0.27354709418837675,19.0,12.0,12.0,12.0,12.0
227,-0.2725450901803607,19.0,12.0,12.0,12.0,12.0
228,-0.2715430861723447,19.0,12.0,12.0,12.0,12.0
229,-0.27054108216432865,19.0,12.0,12.0,12.0,12.0
230,-0.2695390781563126,19.0,12.0,12.0,12.0,12.0
231,-0.2685370741482966,19.0,12.0,12.0,12.0,12.0
232,-0.26753507014028055,19.0,12.0,12.0,12.0,12.0
233,-0.2665330661322645,19.0,12.0,12.0,12.0,12.0
234,-0.2655310621242485,19.0,12.0,12.0,12.0,12.0
235,-0.26452905811623245,19.0,12.0,12.0,12.0,12.0
236,-0.2635270541082164,19.0,12.0,12.0,12.0,12.0
237,-0.2625250501002004,19.0,12.0,12.0,12.0,12.0
238,-0.26152304609218435,19.0,12.0,12.0,12.0,12.0
239,-0.2605210420841683,19.0,12.0,12.0,12.0,12.0
240,-0.2595190380761523,19.0,12.0,12.0,12.0,12.0
241,-0.25851703406813625,19.0,12.0,12.0,12.0,12.0
242,-0.2575150300601202,19.0,12.0,12.0,12.0,12.0
243,-0.2565130260521042,19.0,12.0,12.0,12.0,12.0
244,-0.25551102204408815,19.0,12.0,12.0,12.0,12.0
245,-0.2545090180360721,19.0,12.0,12.0,12.0,12.0
246,-0.2535070140280561,19.0,12.0,12.0,12.0,12.0
247,-0.25250501002004005,19.0,12.0,12.0,12.0,12.0
248,-0.251503006012024,19.0,12.0,12.0,12.0,12.0
249,-0.250501002004008,19.0,12.0,12.0,12.0,12.0
250,-0.24949899799599196,19.0,20.0,12.0,12.0,12.0
251,-0.24849699398797592,19.0,20.0,12.0,12.0,12.0
252,-0.2474949899799599,19.0,20.0,12.0,12.0,12.0
253,-0.24649298597194386,19.0,20.0,12.0,12.0,12.0
254,-0.24549098196392782,19.0,20.0,12.0,12.0,12.0
255,-0.2444889779559118,19.0,20.0,12.0,12.0,12.0
256,-0.24348697394789579,19.0,20.0,12.0,12.0,12.0
257,-0.24248496993987975,19.0,20.0,12.0,12.0,12.0
258,-0.24148296593186372,19.0,20.0,12.0,12.0,12.0
259,-0.24048096192384769,19.0,20.0,12.0,12.0,12.0
260,-0.23947895791583165,19.0,20.0,12.0,12.0,12.0
261,-0.23847695390781562,19.0,20.0,12.0,12.0,12.0
262,-0.2374749498997996,19.0,20.0,12.0,12.0,12.0
263,-0.23647294589178355,19.0,20.0,12.0,12.0,12.0
264,-0.23547094188376752,19.0,20.0,12.0,12.0,12.0
265,-0.2344689378757515,19.0,20.0,12.0,12.0,12.0
266,-0.23346693386773545,19.0,20.0,12.0,12.0,12.0
267,-0.23246492985971942,19.0,20.0,12.0,12.0,12.0
268,-0.2314629258517034,19.0,20.0,12.0,12.0,12.0
269,-0.23046092184368736,19.0,20.0,12.0,12.0,12.0
270,-0.22945891783567132,19.0,20.0,12.0,12.0,12.0
271,-0.2284569138276553,19.0,20.0,12.0,12.0,12.0
272,-0.22745490981963926,19.0,20.0,12.0,12.0,12.0
273,-0.22645290581162322,19.0,20.0,12.0,12.0,12.0
274,-0.2254509018036072,19.0,20.0,12.0,12.0,12.0
275,-0.22444889779559116,19.0,20.0,12.0,12.0,12.0
276,-0.22344689378757512,19.0,20.0,12.0,12.0,12.0
277,-0.2224448897795591,19.0,20.0,12.0,12.0,12.0
278,-0.22144288577154306,19.0,20.0,12.0,12.0,12.0
279,-0.22044088176352702,19.0,20.0,12.0,12.0,12.0
280,-0.219438877755511,19.0,20.0,12.0,12.0,12.0
281,-0.21843687374749496,19.0,20.0,12.0,12.0,12.0
282,-0.21743486973947895,19.0,20.0,12.0,12.0,12.0
283,-0.21643286573146292,19.0,20.0,12.0,12.0,12.0
284,-0.2154308617234469,19.0,20.0,12.0,12.0,12.0
285,-0.21442885771543085,19.0,20.0,12.0,12.0,12.0
286,-0.21342685370741482,18.0,20.0,12.0,12.0,12.0
287,-0.2124248496993988,18.0,20.0,12.0,12.0,12.0
288,-0.21142284569138275,18.0,20.0,12.0,12.0,12.0
289,-0.21042084168336672,18.0,20.0,12.0,12.0,12.0
290,-0.2094188376753507,18.0,20.0,12.0,12.0,12.0
291,-0.20841683366733466,18.0,20.0,12.0,12.0,12.0
292,-0.20741482965931862,18.0,20.0,12.0,12.0,12.0
293,-0.2064128256513026,18.0,20.0,12.0,12.0,12.0
294,-0.20541082164328656,18.0,20.0,12.0,12.0,12.0
295,-0.20440881763527052,18.0,20.0,12.0,12.0,12.0
296,-0.2034068136272545,18.0,20.0,12.0,12.0,12.0
297,-0.20240480961923846,18.0,20.0,12.0,12.0,12.0
298,-0.20140280561122242,18.0,20.0,12.0,12.0,12.0
299,-0.2004008016032064,18.0,20.0,12.0,12.0,12.0
300,-0.19939879759519036,18.0,20.0,12.0,12.0,12.0
301,-0.19839679358717432,18.0,20.0,12.0,12.0,12.0
302,-0.1973947895791583,18.0,20.0,12.0,12.0,12.0
303,-0.19639278557114226,18.0,20.0,12.0,12.0,12.0
304,-0.19539078156312623,18.0,20.0,12.0,12.0,12.0
305,-0.1943887775551102,18.0,20.0,12.0,12.0,12.0
306,-0.19338677354709416,18.0,20.0,12.0,12.0,12.0
307,-0.19238476953907813,18.0,20.0,12.0,12.0,12.0
308,-0.19138276553106212,18.0,20.0,12.0,12.0,12.0
309,-0.1903807615230461,18.0,20.0,12.0,12.0,12.0
310,-0.18937875751503006,18.0,20.0,12.0,12.0,12.0
311,-0.18837675350701402,18.0,20.0,12.0,12.0,12.0
312,-0.187374749498998,18.0,20.0,12.0,12.0,12.0
313,-0.18637274549098196,18.0,20.0,12.0,12.0,12.0
314,-0.18537074148296592,18.0,20.0,12.0,12.0,12.0
315,-0.1843687374749499,18.0,20.0,12.0,12.0,12.0
316,-0.18336673346693386,18.0,20.0,12.0,12.0,12.0
317,-0.18236472945891782,18.0,20.0,12.0,12.0,12.0
318,-0.1813627254509018,18.0,20.0,12.0,12.0,12.0
319,-0.18036072144288576,18.0,20.0,12.0,12.0,12.0
320,-0.17935871743486972,18.0,20.0,12.0,12.0,12.0
321,-0.1783567134268537,18.0,20.0,12.0,12.0,12.0
322,-0.17735470941883766,18.0,20.0,12.0,12.0,12.0
323,-0.17635270541082163,18.0,20.0,12.0,12.0,12.0
324,-0.1753507014028056,18.0,20.0,12.0,12.0,12.0
325,-0.17434869739478956,18.0,20.0,12.0,12.0,12.0
326,-0.17334669338677353,18.0,20.0,12.0,12.0,12.0
327,-0.1723446893787575,18.0,20.0,12.0,12.0,12.0
328,-0.17134268537074146,18.0,20.0,12.0,12.0,12.0
329,-0.17034068136272543,18.0,20.0,12.0,12.0,12.0
330,-0.1693386773547094,18.0,20.0,12.0,12.0,12.0
331,-0.16833667334669336,18.0,20.0,12.0,12.0,12.0
332,-0.16733466933867733,18.0,20.0,12.0,12.0,12.0
333,-0.16633266533066132,18.0,20.0,12.0,12.0,12.0
334,-0.1653306613226453,18.0,20.0,12.0,12.0,12.0
335,-0.16432865731462926,18.0,20.0,12.0,12.0,12.0
336,-0.16332665330661322,18.0,20.0,12.0,12.0,12.0
337,-0.1623246492985972,18.0,20.0,12.0,12.0,12.0
338,-0.16132264529058116,18.0,20.0,12.0,12.0,12.0
339,-0.16032064128256512,18.0,20.0,12.0,12.0,12.0
340,-0.1593186372745491,18.0,20.0,12.0,12.0,12.0
341,-0.15831663326653306,18.0,20.0,12.0,12.0,12.0
342,-0.15731462925851702,18.0,20.0,12.0,12.0,12.0
343,-0.156312625250501,18.0,20.0,12.0,12.0,12.0
344,-0.15531062124248496,18.0,20.0,12.0,12.0,12.0
345,-0.15430861723446893,18.0,20.0,12.0,12.0,12.0
346,-0.1533066132264529,18.0,20.0,12.0,12.0,12.0
347,-0.15230460921843686,18.0,20.0,12.0,12.0,12.0
348,-0.15130260521042083,18.0,20.0,12.0,12.0,12.0
349,-0.1503006012024048,18.0,20.0,12.0,12.0,12.0
350,-0.14929859719438876,18.0,20.0,12.0,12.0,12.0
351,-0.14829659318637273,18.0,20.0,12.0,12.0,12.0
352,-0.1472945891783567,18.0,20.0,12.0,12.0,12.0
353,-0.14629258517034066,18.0,20.0,12.0,12.0,12.0
354,-0.14529058116232463,18.0,20.0,12.0,12.0,12.0
355,-0.1442885771543086,18.0,20.0,12.0,12.0,12.0
356,-0.14328657314629256,18.0,20.0,12.0,12.0,12.0
357,-0.14228456913827653,18.0,20.0,12.0,12.0,12.0
358,-0.1412825651302605,18.0,20.0,12.0,12.0,12.0
359,-0.1402805611222445,18.0,20.0,12.0,12.0,12.0
360,-0.13927855711422846,18.0,20.0,12.0,12.0,12.0
361,-0.13827655310621242,18.0,20.0,12.0,12.0,12.0
362,-0.1372745490981964,18.0,20.0,12.0,12.0,12.0
363,-0.13627254509018036,18.0,20.0,12.0,12.0,12.0
364,-0.13527054108216433,18.0,20.0,12.0,12.0,12.0
365,-0.1342685370741483,18.0,20.0,12.0,12.0,12.0
366,-0.13326653306613226,17.0,20.0,12.0,12.0,12.0
367,-0.13226452905811623,17.0,20.0,12.0,12.0,12.0
368,-0.1312625250501002,17.0,20.0,12.0,12.0,12.0
369,-0.13026052104208416,17.0,20.0,12.0,12.0,12.0
370,-0.12925851703406813,17.0,20.0,12.0,12.0,12.0
371,-0.1282565130260521,17.0,20.0,12.0,12.0,12.0
372,-0.12725450901803606,17.0,20.0,12.0,12.0,12.0
373,-0.12625250501002003,17.0,20.0,12.0,12.0,12.0
374,-0.125250501002004,17.0,20.0,12.0,12.0,12.0
375,-0.12424849699398796,17.0,20.0,12.0,12.0,12.0
376,-0.12324649298597193,17.0,20.0,12.0,12.0,12.0
377,-0.1222444889779559,17.0,20.0,12.0,12.0,12.0
378,-0.12124248496993988,17.0,20.0,12.0,12.0,12.0
379,-0.12024048096192384,17.0,20.0,12.0,12.0,12.0
380,-0.11923847695390781,17.0,20.0,12.0,12.0,12.0
381,-0.11823647294589178,17.0,20.0,12.0,12.0,12.0
382,-0.11723446893787574,17.0,20.0,12.0,12.0,12.0
383,-0.11623246492985971,17.0,20.0,12.0,12.0,12.0
384,-0.11523046092184368,17.0,20.0,12.0,12.0,12.0
385,-0.11422845691382764,17.0,20.0,12.0,12.0,12.0
386,-0.11322645290581161,17.0,20.0,12.0,12.0,12.0
387,-0.11222444889779558,17.0,20.0,12.0,12.0,12.0
388,-0.11122244488977955,17.0,20.0,12.0,12.0,12.0
389,-0.11022044088176351,17.0,20.0,12.0,12.0,12.0
390,-0.10921843687374748,17.0,20.0,12.0,12.0,12.0
391,-0.10821643286573146,17.0,20.0,12.0,12.0,12.0
392,-0.10721442885771543,17.0,20.0,12.0,12.0,12.0
393,-0.1062124248496994,17.0,20.0,12.0,12.0,12.0
394,-0.10521042084168336,17.0,20.0,12.0,12.0,12.0
395,-0.10420841683366733,17.0,20.0,12.0,12.0,12.0
396,-0.1032064128256513,17.0,20.0,12.0,12.0,12.0
397,-0.10220440881763526,17.0,20.0,12.0,12.0,12.0
398,-0.10120240480961923,17.0,20.0,12.0,12.0,12.0
399,-0.1002004008016032,17.0,20.0,12.0,12.0,12.0
400,-0.09919839679358716,17.0,20.0,12.0,12.0,12.0
401,-0.09819639278557113,17.0,20.0,12.0,12.0,12.0
402,-0.0971943887775551,17.0,20.0,12.0,12.0,12.0
403,-0.09619238476953906,17.0,20.0,12.0,12.0,12.0
404,-0.09519038076152304,17.0,20.0,12.0,12.0,12.0
405,-0.09418837675350701,17.0,20.0,12.0,12.0,12.0
406,-0.09318637274549098,17.0,20.0,12.0,12.0,12.0
407,-0.09218436873747494,17.0,20.0,12.0,12.0,12.0
408,-0.09118236472945891,17.0,20.0,12.0,12.0,12.0
409,-0.09018036072144288,17.0,20.0,12.0,12.0,12.0
410,-0.08917835671342685,17.0,20.0,12.0,12.0,12.0
411,-0.08817635270541081,17.0,20.0,12.0,12.0,12.0
412,-0.08717434869739478,17.0,20.0,12.0,12.0,12.0
413,-0.08617234468937875,17.0,20.0,12.0,12.0,12.0
414,-0.08517034068136271,17.0,20.0,12.0,12.0,12.0
415,-0.08416833667334668,17.0,20.0,12.0,12.0,12.0
416,-0.08316633266533066,17.0,20.0,12.0,12.0,12.0
417,-0.08216432865731463,17.0,20.0,12.0,12.0,12.0
418,-0.0811623246492986,17.0,20.0,12.0,12.0,12.0
419,-0.08016032064128256,17.0,20.0,12.0,12.0,12.0
420,-0.07915831663326653,17.0,20.0,12.0,12.0,12.0
421,-0.0781563126252505,17.0,20.0,12.0,12.0,12.0
422,-0.07715430861723446,17.0,20.0,12.0,12.0,12.0
423,-0.07615230460921843,17.0,20.0,12.0,12.0,12.0
424,-0.0751503006012024,17.0,20.0,12.0,12.0,12.0
425,-0.07414829659318636,17.0,20.0,12.0,12.0,12.0
426,-0.07314629258517033,17.0,20.0,12.0,12.0,12.0
427,-0.0721442885771543,17.0,20.0,12.0,12.0,12.0
428,-0.07114228456913826,17.0,20.0,12.0,12.0,12.0
429,-0.07014028056112225,17.0,20.0,12.0,12.0,12.0
430,-0.06913827655310621,16.0,20.0,12.0,12.0,12.0
431,-0.06813627254509018,16.0,20.0,12.0,12.0,12.0
432,-0.06713426853707415,16.0,20.0,12.0,12.0,12.0
433,-0.06613226452905811,16.0,20.0,12.0,12.0,12.0
