,"eta(Hn=0.05, Hp=0.05)","payoff(Hn=0.05, Hp=0.05)","eta(Hn=0.10, Hp=0.10)","payoff(Hn=0.10, Hp=0.10)","eta(Hn=0.20, Hp=0.20)","payoff(Hn=0.20, Hp=0.20)","eta(Hn=0.20, Hp=0.30)","payoff(Hn=0.20, Hp=0.30)","eta(Hn=0.30, Hp=0.30)","payoff(Hn=0.30, Hp=0.30)","eta(Hn=0.40, Hp=0.40)","payoff(Hn=0.40, Hp=0.40)","eta(Hn=0.50, Hp=0.50)","payoff(Hn=0.50, Hp=0.50)",pure online,best price
0,-0.05,469.92999999999995,-0.1,435.94500000000005,-0.2,391.65500000000003,-0.2,371.61499999999995,-0.3,365.49000000000007,-0.4,357.36,-0.5,351.30499999999995,351.30499999999995,494.39
1,-0.0489795918367347,469.92999999999995,-0.09898989898989899,436.51500000000004,-0.19899497487437187,392.37500000000006,-0.19899497487437187,371.61499999999995,-0.2989966555183946,365.49000000000007,-0.39899749373433585,357.36,-0.4989979959919839,351.30499999999995,351.30499999999995,494.39
2,-0.047959183673469394,469.92999999999995,-0.09797979797979799,437.58500000000004,-0.19798994974874373,393.11500000000007,-0.19798994974874373,371.61499999999995,-0.2979933110367893,365.49000000000007,-0.3979949874686717,357.36,-0.4979959919839679,351.30499999999995,351.30499999999995,494.39
3,-0.04693877551020409,469.92999999999995,-0.09696969696969697,437.58500000000004,-0.1969849246231156,393.11500000000007,-0.1969849246231156,371.61499999999995,-0.2969899665551839,365.49000000000007,-0.3969924812030075,357.36,-0.49699398797595185,351.30499999999995,351.30499999999995,494.39
4,-0.04591836734693878,469.92999999999995,-0.09595959595959595,437.58500000000004,-0.19597989949748745,393.11500000000007,-0.19597989949748745,371.61499999999995,-0.29598662207357856,365.49000000000007,-0.39598997493734334,357.36,-0.4959919839679358,351.30499999999995,351.30499999999995,494.39
5,-0.04489795918367347,469.92999999999995,-0.09494949494949495,437.58500000000004,-0.1949748743718593,393.11500000000007,-0.1949748743718593,371.61499999999995,-0.29498327759197324,365.49000000000007,-0.3949874686716792,357.36,-0.4949899799599198,351.30499999999995,351.30499999999995,494.39
6,-0.04387755102040817,469.92999999999995,-0.09393939393939393,437.58500000000004,-0.19396984924623117,393.11500000000007,-0.19396984924623117,371.61499999999995,-0.29397993311036785,365.49000000000007,-0.39398496240601505,357.36,-0.49398797595190375,351.30499999999995,351.30499999999995,494.39
7,-0.04285714285714286,469.92999999999995,-0.09292929292929293,437.58500000000004,-0.19296482412060303,393.11500000000007,-0.19296482412060303,371.61499999999995,-0.2929765886287625,365.49000000000007,-0.3929824561403509,357.36,-0.4929859719438877,351.30499999999995,351.30499999999995,494.39
8,-0.04183673469387755,469.92999999999995,-0.09191919191919191,437.58500000000004,-0.1919597989949749,393.11500000000007,-0.1919597989949749,371.61499999999995,-0.29197324414715714,365.49000000000007,-0.3919799498746867,357.36,-0.4919839679358717,351.30499999999995,351.30499999999995,494.39
9,-0.04081632653061225,469.92999999999995,-0.09090909090909091,437.58500000000004,-0.19095477386934676,393.11500000000007,-0.19095477386934676,371.61499999999995,-0.2909698996655518,365.49000000000007,-0.39097744360902253,357.36,-0.49098196392785565,351.30499999999995,351.30499999999995,494.39
10,-0.039795918367346944,469.92999999999995,-0.0898989898989899,437.58500000000004,-0.18994974874371862,393.11500000000007,-0.18994974874371862,371.61499999999995,-0.2899665551839465,365.49000000000007,-0.3899749373433584,357.36,-0.4899799599198396,351.30499999999995,351.30499999999995,494.39
11,-0.03877551020408164,469.92999999999995,-0.08888888888888889,437.58500000000004,-0.18894472361809048,393.11500000000007,-0.18894472361809048,371.61499999999995,-0.2889632107023411,365.49000000000007,-0.38897243107769425,357.36,-0.4889779559118236,351.30499999999995,351.30499999999995,494.39
12,-0.03775510204081633,471.2500000000001,-0.08787878787878788,437.58500000000004,-0.18793969849246234,393.11500000000007,-0.18793969849246234,371.61499999999995,-0.28795986622073577,365.49000000000007,-0.3879699248120301,357.36,-0.48797595190380755,351.30499999999995,351.30499999999995,494.39
13,-0.036734693877551024,471.2500000000001,-0.08686868686868687,437.58500000000004,-0.1869346733668342,393.11500000000007,-0.1869346733668342,371.61499999999995,-0.2869565217391304,365.985,-0.3869674185463659,357.36,-0.48697394789579157,351.30499999999995,351.30499999999995,494.39
14,-0.03571428571428572,471.2500000000001,-0.08585858585858586,437.58500000000004,-0.18592964824120606,393.11500000000007,-0.18592964824120606,371.61499999999995,-0.28595317725752506,365.985,-0.38596491228070173,357.36,-0.48597194388777554,351.30499999999995,351.30499999999995,494.39
15,-0.03469387755102041,471.2500000000001,-0.08484848484848485,437.58500000000004,-0.18492462311557792,395.3850000000001,-0.18492462311557792,371.61499999999995,-0.2849498327759197,365.985,-0.3849624060150376,357.36,-0.4849699398797595,351.30499999999995,351.30499999999995,494.39
16,-0.0336734693877551,471.2500000000001,-0.08383838383838384,437.58500000000004,-0.18391959798994978,395.3850000000001,-0.18391959798994978,371.61499999999995,-0.28394648829431435,365.985,-0.38395989974937345,357.36,-0.48396793587174347,351.30499999999995,351.30499999999995,494.39
17,-0.0326530612244898,471.2500000000001,-0.08282828282828283,437.58500000000004,-0.18291457286432164,395.3850000000001,-0.18291457286432164,373.03,-0.282943143812709,365.985,-0.3829573934837093,357.36,-0.48296593186372744,351.30499999999995,351.30499999999995,494.39
18,-0.031632653061224494,471.2500000000001,-0.08181818181818182,437.58500000000004,-0.18190954773869347,396.0200000000001,-0.18190954773869347,373.03,-0.28193979933110364,365.985,-0.3819548872180451,357.36,-0.4819639278557114,351.30499999999995,351.30499999999995,494.39
19,-0.030612244897959186,471.2500000000001,-0.0808080808080808,437.58500000000004,-0.18090452261306533,396.0200000000001,-0.18090452261306533,373.03,-0.2809364548494983,365.985,-0.38095238095238093,357.36,-0.48096192384769537,351.30499999999995,351.30499999999995,494.39
20,-0.02959183673469388,471.2500000000001,-0.0797979797979798,437.58500000000004,-0.1798994974874372,396.0200000000001,-0.1798994974874372,373.03,-0.2799331103678929,365.985,-0.37994987468671676,357.36,-0.47995991983967934,351.30499999999995,351.30499999999995,494.39
21,-0.028571428571428574,471.2500000000001,-0.07878787878787878,437.58500000000004,-0.17889447236180905,396.0200000000001,-0.17889447236180905,373.03,-0.2789297658862876,365.985,-0.37894736842105264,357.36,-0.4789579158316633,351.30499999999995,351.30499999999995,494.39
22,-0.02755102040816327,471.2500000000001,-0.07777777777777778,445.67500000000007,-0.17788944723618091,396.0200000000001,-0.17788944723618091,373.03999999999996,-0.27792642140468227,365.985,-0.3779448621553885,357.36,-0.4779559118236473,351.30499999999995,351.30499999999995,494.39
23,-0.02653061224489796,471.34000000000015,-0.07676767676767676,445.67500000000007,-0.17688442211055277,396.0200000000001,-0.17688442211055277,373.19499999999994,-0.2769230769230769,365.985,-0.3769423558897243,357.36,-0.47695390781563124,351.30499999999995,351.30499999999995,494.39
24,-0.025510204081632654,471.59500000000014,-0.07575757575757576,445.67500000000007,-0.17587939698492464,396.0200000000001,-0.17587939698492464,373.19499999999994,-0.27591973244147155,365.985,-0.37593984962406013,357.36,-0.4759519038076152,351.30499999999995,351.30499999999995,494.39
25,-0.02448979591836735,474.0250000000002,-0.07474747474747474,445.67500000000007,-0.1748743718592965,396.0200000000001,-0.1748743718592965,373.19499999999994,-0.27491638795986617,365.985,-0.37493734335839596,357.36,-0.4749498997995992,351.30499999999995,351.30499999999995,494.39
26,-0.023469387755102045,474.0250000000002,-0.07373737373737374,445.67500000000007,-0.17386934673366836,396.0200000000001,-0.17386934673366836,373.19499999999994,-0.27391304347826084,365.985,-0.37393483709273184,357.36,-0.47394789579158314,351.30499999999995,351.30499999999995,494.39
27,-0.022448979591836737,475.40500000000003,-0.07272727272727272,449.9200000000001,-0.17286432160804022,396.0200000000001,-0.17286432160804022,373.19499999999994,-0.2729096989966555,365.985,-0.37293233082706767,357.36,-0.4729458917835671,351.30499999999995,351.30499999999995,494.39
28,-0.02142857142857143,475.40500000000003,-0.07171717171717172,449.9200000000001,-0.17185929648241208,396.0200000000001,-0.17185929648241208,373.19499999999994,-0.27190635451505013,365.985,-0.3719298245614035,357.36,-0.4719438877755511,351.30499999999995,351.30499999999995,494.39
29,-0.020408163265306124,475.40500000000003,-0.0707070707070707,449.9200000000001,-0.17085427135678394,396.0200000000001,-0.17085427135678394,373.19499999999994,-0.2709030100334448,365.985,-0.37092731829573933,357.36,-0.47094188376753504,351.30499999999995,351.30499999999995,494.39
30,-0.01938775510204082,475.40500000000003,-0.0696969696969697,449.9200000000001,-0.1698492462311558,396.0200000000001,-0.1698492462311558,373.19499999999994,-0.2698996655518394,365.985,-0.36992481203007516,357.36,-0.469939879759519,351.30499999999995,351.30499999999995,494.39
31,-0.018367346938775512,476.77,-0.06868686868686869,449.9200000000001,-0.16884422110552766,396.0200000000001,-0.16884422110552766,373.19499999999994,-0.2688963210702341,365.985,-0.36892230576441104,357.36,-0.468937875751503,351.30499999999995,351.30499999999995,494.39
32,-0.017346938775510204,476.77,-0.06767676767676768,451.11500000000007,-0.16783919597989952,396.0200000000001,-0.16783919597989952,373.19499999999994,-0.26789297658862876,365.985,-0.36791979949874687,357.36,-0.46793587174348694,351.30499999999995,351.30499999999995,494.39
33,-0.0163265306122449,476.77,-0.06666666666666667,451.11500000000007,-0.16683417085427138,396.0200000000001,-0.16683417085427138,373.19499999999994,-0.2668896321070234,365.985,-0.3669172932330827,357.36,-0.4669338677354709,351.30499999999995,351.30499999999995,494.39
34,-0.015306122448979593,476.77,-0.06565656565656566,451.11500000000007,-0.16582914572864324,396.0200000000001,-0.16582914572864324,373.19499999999994,-0.26588628762541805,365.985,-0.3659147869674185,357.36,-0.4659318637274549,351.30499999999995,351.30499999999995,494.39
35,-0.014285714285714287,476.8349999999999,-0.06464646464646465,451.11500000000007,-0.1648241206030151,396.5850000000001,-0.1648241206030151,374.43999999999994,-0.26488294314381267,365.985,-0.36491228070175435,357.36,-0.46492985971943884,351.30499999999995,351.30499999999995,494.39
36,-0.01326530612244898,476.8349999999999,-0.06363636363636363,451.11500000000007,-0.16381909547738696,396.5850000000001,-0.16381909547738696,374.43999999999994,-0.26387959866220734,365.985,-0.36390977443609024,357.36,-0.4639278557114228,351.30499999999995,351.30499999999995,494.39
37,-0.012244897959183675,476.85,-0.06262626262626263,451.11500000000007,-0.16281407035175882,396.5850000000001,-0.16281407035175882,374.43999999999994,-0.26287625418060195,365.985,-0.36290726817042607,357.36,-0.4629258517034068,351.30499999999995,351.30499999999995,494.39
38,-0.011224489795918368,478.05499999999995,-0.06161616161616162,451.11500000000007,-0.16180904522613068,396.5850000000001,-0.16180904522613068,374.43999999999994,-0.2618729096989966,365.985,-0.3619047619047619,357.36,-0.46192384769539074,351.30499999999995,351.30499999999995,494.39
39,-0.010204081632653062,478.83999999999986,-0.06060606060606061,451.11500000000007,-0.16080402010050254,396.5850000000001,-0.16080402010050254,376.485,-0.2608695652173913,365.985,-0.3609022556390977,357.36,-0.4609218436873747,351.30499999999995,351.30499999999995,494.39
40,-0.009183673469387756,478.83999999999986,-0.0595959595959596,451.11500000000007,-0.15979899497487438,396.5850000000001,-0.15979899497487438,376.485,-0.2598662207357859,366.38,-0.35989974937343355,357.36,-0.4599198396793587,351.30499999999995,351.30499999999995,494.39
41,-0.00816326530612245,478.83999999999986,-0.05858585858585859,451.11500000000007,-0.15879396984924624,396.5850000000001,-0.15879396984924624,376.485,-0.2588628762541806,366.38,-0.35889724310776944,357.36,-0.45891783567134264,351.30499999999995,351.30499999999995,494.39
42,-0.0071428571428571435,484.57,-0.05757575757575758,451.895,-0.1577889447236181,396.7850000000001,-0.1577889447236181,376.485,-0.2578595317725752,366.38,-0.35789473684210527,357.36,-0.4579158316633266,351.30499999999995,351.30499999999995,494.39
43,-0.006122448979591837,484.7099999999999,-0.05656565656565657,451.895,-0.15678391959798996,396.7850000000001,-0.15678391959798996,376.485,-0.2568561872909699,366.38,-0.3568922305764411,357.36,-0.4569138276553106,351.30499999999995,351.30499999999995,494.39
44,-0.005102040816326531,484.7099999999999,-0.05555555555555555,451.895,-0.15577889447236182,396.7850000000001,-0.15577889447236182,376.485,-0.25585284280936454,366.38,-0.3558897243107769,357.36,-0.45591182364729455,351.30499999999995,351.30499999999995,494.39
45,-0.004081632653061225,484.7099999999999,-0.05454545454545454,451.895,-0.15477386934673368,396.7850000000001,-0.15477386934673368,376.485,-0.25484949832775916,366.38,-0.35488721804511275,357.36,-0.4549098196392785,351.30499999999995,351.30499999999995,494.39
46,-0.0030612244897959186,486.9300000000001,-0.05353535353535353,451.895,-0.15376884422110554,396.7850000000001,-0.15376884422110554,376.485,-0.25384615384615383,366.49,-0.35388471177944864,357.36,-0.4539078156312625,351.30499999999995,351.30499999999995,494.39
47,-0.0020408163265306124,490.4500000000001,-0.052525252525252523,451.895,-0.1527638190954774,397.3950000000001,-0.1527638190954774,376.485,-0.25284280936454845,366.49,-0.35288220551378446,357.36,-0.45290581162324645,351.30499999999995,351.30499999999995,494.39
48,-0.0010204081632653062,490.4500000000001,-0.051515151515151514,451.895,-0.15175879396984926,397.3950000000001,-0.15175879396984926,376.485,-0.2518394648829431,366.49,-0.3518796992481203,357.36,-0.4519038076152304,351.30499999999995,351.30499999999995,494.39
49,-0.0,490.4500000000001,-0.050505050505050504,451.895,-0.15075376884422112,397.3950000000001,-0.15075376884422112,376.485,-0.2508361204013378,366.49,-0.3508771929824561,357.36,-0.4509018036072144,351.30499999999995,351.30499999999995,494.39
50,0.0,490.4500000000001,-0.049494949494949494,453.3,-0.14974874371859298,397.3950000000001,-0.14974874371859298,376.485,-0.2498327759197324,366.49,-0.34987468671679195,357.36,-0.44989979959919835,351.30499999999995,351.30499999999995,494.39
51,0.0010204081632653062,490.4500000000001,-0.048484848484848485,453.3,-0.14874371859296484,397.3950000000001,-0.14874371859296484,376.485,-0.24882943143812705,366.49,-0.34887218045112783,357.36,-0.4488977955911823,351.30499999999995,351.30499999999995,494.39
52,0.0020408163265306124,490.4500000000001,-0.047474747474747475,453.3,-0.1477386934673367,397.3950000000001,-0.1477386934673367,376.485,-0.24782608695652172,366.49,-0.34786967418546366,357.36,-0.4478957915831663,351.30499999999995,351.30499999999995,494.39
53,0.0030612244897959186,490.4500000000001,-0.046464646464646465,453.3,-0.14673366834170856,397.3950000000001,-0.14673366834170856,376.485,-0.24682274247491637,366.49,-0.3468671679197995,357.36,-0.44689378757515025,351.30499999999995,351.30499999999995,494.39
54,0.004081632653061225,491.1450000000001,-0.045454545454545456,453.3,-0.14572864321608042,397.3950000000001,-0.14572864321608042,376.485,-0.245819397993311,366.49,-0.3458646616541353,357.36,-0.4458917835671342,351.30499999999995,351.30499999999995,494.39
55,0.005102040816326531,491.1450000000001,-0.044444444444444446,453.3,-0.14472361809045228,397.3950000000001,-0.14472361809045228,376.485,-0.24481605351170566,366.49,-0.34486215538847115,357.36,-0.4448897795591182,351.30499999999995,351.30499999999995,494.39
56,0.006122448979591837,491.1450000000001,-0.043434343434343436,453.3,-0.14371859296482414,397.3950000000001,-0.14371859296482414,376.485,-0.2438127090301003,367.23,-0.34385964912280703,357.36,-0.44388777555110215,351.30499999999995,351.30499999999995,494.39
57,0.0071428571428571435,491.1450000000001,-0.04242424242424243,461.675,-0.142713567839196,397.3950000000001,-0.142713567839196,376.485,-0.24280936454849497,367.23,-0.34285714285714286,357.36,-0.4428857715430861,351.30499999999995,351.30499999999995,494.39
58,0.00816326530612245,491.1450000000001,-0.04141414141414142,461.675,-0.14170854271356786,397.3950000000001,-0.14170854271356786,376.485,-0.24180602006688962,367.23,-0.3418546365914787,357.36,-0.4418837675350701,351.30499999999995,351.30499999999995,494.39
59,0.009183673469387756,491.1450000000001,-0.0404040404040404,461.675,-0.14070351758793972,397.3950000000001,-0.14070351758793972,376.485,-0.24080267558528426,367.23,-0.3408521303258145,357.36,-0.44088176352705405,351.30499999999995,351.30499999999995,494.39
60,0.010204081632653062,491.1450000000001,-0.03939393939393939,461.675,-0.13969849246231159,397.3950000000001,-0.13969849246231159,376.485,-0.2397993311036789,367.23,-0.33984962406015035,357.36,-0.439879759519038,351.30499999999995,351.30499999999995,494.39
61,0.011224489795918368,491.1450000000001,-0.03838383838383838,461.675,-0.13869346733668342,397.3950000000001,-0.13869346733668342,376.485,-0.23879598662207355,367.23,-0.33884711779448623,357.36,-0.438877755511022,351.30499999999995,351.30499999999995,494.39
62,0.012244897959183675,491.1450000000001,-0.03737373737373737,461.675,-0.13768844221105528,405.2550000000001,-0.13768844221105528,376.485,-0.2377926421404682,367.23,-0.33784461152882206,357.36,-0.43787575150300595,351.30499999999995,351.30499999999995,494.39
63,0.01326530612244898,491.3250000000001,-0.03636363636363636,461.675,-0.13668341708542714,405.7000000000001,-0.13668341708542714,376.485,-0.23678929765886286,367.23,-0.3368421052631579,357.36,-0.4368737474949899,351.30499999999995,351.30499999999995,494.39
64,0.014285714285714287,491.3250000000001,-0.03535353535353535,461.675,-0.135678391959799,405.7000000000001,-0.135678391959799,376.485,-0.2357859531772575,367.23,-0.3358395989974937,357.36,-0.43587174348697394,351.30499999999995,351.30499999999995,494.39
65,0.015306122448979593,491.3250000000001,-0.03434343434343434,461.675,-0.13467336683417086,405.7100000000001,-0.13467336683417086,376.485,-0.23478260869565215,367.23,-0.33483709273182954,357.36,-0.4348697394789579,351.30499999999995,351.30499999999995,494.39
66,0.0163265306122449,491.3250000000001,-0.03333333333333333,461.675,-0.13366834170854272,405.86500000000007,-0.13366834170854272,376.485,-0.2337792642140468,367.23,-0.33383458646616543,357.36,-0.4338677354709419,351.30499999999995,351.30499999999995,494.39
67,0.017346938775510204,491.3250000000001,-0.03232323232323232,461.675,-0.13266331658291458,405.86500000000007,-0.13266331658291458,376.485,-0.23277591973244144,367.23,-0.33283208020050126,357.36,-0.43286573146292584,351.30499999999995,351.30499999999995,494.39
68,0.018367346938775512,491.3250000000001,-0.031313131313131314,461.675,-0.13165829145728644,405.86500000000007,-0.13165829145728644,376.485,-0.23177257525083608,367.23,-0.3318295739348371,357.36,-0.4318637274549098,351.30499999999995,351.30499999999995,494.39
69,0.01938775510204082,491.3250000000001,-0.030303030303030304,461.675,-0.1306532663316583,405.86500000000007,-0.1306532663316583,376.485,-0.23076923076923075,367.68500000000006,-0.3308270676691729,357.36,-0.4308617234468938,351.30499999999995,351.30499999999995,494.39
